date,month,day_of_month,days_in_month,day_weight,pacing_pct_mtd,target_spend_day,target_spend_mtd,actual_spend_day,actual_spend_mtd,spend_var_pct_mtd,target_leads_day,target_leads_mtd,actual_leads_day,actual_leads_mtd,lead_var_pct_mtd,target_appointments_day,target_appointments_mtd,actual_appointments_day,actual_appointments_mtd,appointment_var_pct_mtd,target_demos_day,target_demos_mtd,actual_demos_day,actual_demos_mtd,demo_var_pct_mtd,target_enrollments_day,target_enrollments_mtd,actual_enrollments_day,actual_enrollments_mtd,enrollment_var_pct_mtd,target_cpl_month,target_cpl_mtd_implied,actual_cpl_mtd,cpl_var_pct_mtd,notes
2026-10-05,Oct 26,5,31,0.032258,0.16129,219950.98,1099754.9,,,,635.429,3177.1452,,,,33.0952,165.4758,,,,13.2381,66.1903,,,,3.9713,19.8565,,,,346.15,346.15,,,
2026-10-06,Oct 26,6,31,0.032258,0.193548,219950.98,1319705.88,,,,635.429,3812.5742,,,,33.0952,198.571,,,,13.2381,79.4284,,,,3.9713,23.8277,,,,346.15,346.15,,,
2026-10-07,Oct 26,7,31,0.032258,0.225806,219950.98,1539656.86,,,,635.429,4448.0032,,,,33.0952,231.6661,,,,13.2381,92.6665,,,,3.9713,27.799,,,,346.15,346.15,,,
2026-10-08,Oct 26,8,31,0.032258,0.258065,219950.98,1759607.84,,,,635.429,5083.4323,,,,33.0952,264.7613,,,,13.2381,105.9045,,,,3.9713,31.7703,,,,346.15,346.15,,,
2026-10-09,Oct 26,9,31,0.032258,0.290323,219950.98,1979558.82,,,,635.429,5718.8613,,,,33.0952,297.8565,,,,13.2381,119.1426,,,,3.9713,35.7416,,,,346.15,346.15,,,
2026-10-10,Oct 26,10,31,0.032258,0.322581,219950.98,2199509.8,,,,635.429,6354.2903,,,,33.0952,330.9516,,,,13.2381,132.3806,,,,3.9713,39.7129,,,,346.15,346.15,,,
2026-10-11,Oct 26,11,31,0.032258,0.354839,219950.98,2419460.78,,,,635.429,6989.7194,,,,33.0952,364.0468,,,,13.2381,145.6187,,,,3.9713,43.6842,,,,346.15,346.15,,,
2026-10-12,Oct 26,12,31,0.032258,0.387097,219950.98,2639411.76,,,,635.429,7625.1484,,,,33.0952,397.1419,,,,13.2381,158.8568,,,,3.9713,47.6555,,,,346.15,346.15,,,
2026-10-13,Oct 26,13,31,0.032258,0.419355,219950.98,2859362.74,,,,635.429,8260.5774,,,,33.0952,430.2371,,,,13.2381,172.0948,,,,3.9713,51.6268,,,,346.15,346.15,,,
2026-10-14,Oct 26,14,31,0.032258,0.451613,219950.98,3079313.72,,,,635.429,8896.0065,,,,33.0952,463.3323,,,,13.2381,185.3329,,,,3.9713,55.5981,,,,346.15,346.15,,,
2026-10-15,Oct 26,15,31,0.032258,0.483871,219950.98,3299264.7,,,,635.429,9531.4355,,,,33.0952,496.4274,,,,13.2381,198.571,,,,3.9713,59.5694,,,,346.15,346.15,,,
2026-10-16,Oct 26,16,31,0.032258,0.516129,219950.98,3519215.67,,,,635.429,10166.8645,,,,33.0952,529.5226,,,,13.2381,211.809,,,,3.9713,63.5406,,,,346.15,346.15,,,
2026-10-17,Oct 26,17,31,0.032258,0.548387,219950.98,3739166.65,,,,635.429,10802.2935,,,,33.0952,562.6177,,,,13.2381,225.0471,,,,3.9713,67.5119,,,,346.15,346.15,,,
2026-10-18,Oct 26,18,31,0.032258,0.580645,219950.98,3959117.63,,,,635.429,11437.7226,,,,33.0952,595.7129,,,,13.2381,238.2852,,,,3.9713,71.4832,,,,346.15,346.15,,,
2026-10-19,Oct 26,19,31,0.032258,0.612903,219950.98,4179068.61,,,,635.429,12073.1516,,,,33.0952,628.8081,,,,13.2381,251.5232,,,,3.9713,75.4545,,,,346.15,346.15,,,
2026-10-20,Oct 26,20,31,0.032258,0.645161,219950.98,4399019.59,,,,635.429,12708.5806,,,,33.0952,661.9032,,,,13.2381,264.7613,,,,3.9713,79.4258,,,,346.15,346.15,,,
2026-10-21,Oct 26,21,31,0.032258,0.677419,219950.98,4618970.57,,,,635.429,13344.0097,,,,33.0952,694.9984,,,,13.2381,277.9994,,,,3.9713,83.3971,,,,346.15,346.15,,,
2026-10-22,Oct 26,22,31,0.032258,0.709677,219950.98,4838921.55,,,,635.429,13979.4387,,,,33.0952,728.0935,,,,13.2381,291.2374,,,,3.9713,87.3684,,,,346.15,346.15,,,
2026-10-23,Oct 26,23,31,0.032258,0.741935,219950.98,5058872.53,,,,635.429,14614.8677,,,,33.0952,761.1887,,,,13.2381,304.4755,,,,3.9713,91.3397,,,,346.15,346.15,,,
2026-10-24,Oct 26,24,31,0.032258,0.774194,219950.98,5278823.51,,,,635.429,15250.2968,,,,33.0952,794.2839,,,,13.2381,317.7135,,,,3.9713,95.311,,,,346.15,346.15,,,
2026-10-25,Oct 26,25,31,0.032258,0.806452,219950.98,5498774.49,,,,635.429,15885.7258,,,,33.0952,827.379,,,,13.2381,330.9516,,,,3.9713,99.2823,,,,346.15,346.15,,,
2026-10-26,Oct 26,26,31,0.032258,0.83871,219950.98,5718725.47,,,,635.429,16521.1548,,,,33.0952,860.4742,,,,13.2381,344.1897,,,,3.9713,103.2535,,,,346.15,346.15,,,
2026-10-27,Oct 26,27,31,0.032258,0.870968,219950.98,5938676.45,,,,635.429,17156.5839,,,,33.0952,893.5694,,,,13.2381,357.4277,,,,3.9713,107.2248,,,,346.15,346.15,,,
2026-10-28,Oct 26,28,31,0.032258,0.903226,219950.98,6158627.43,,,,635.429,17792.0129,,,,33.0952,926.6645,,,,13.2381,370.6658,,,,3.9713,111.1961,,,,346.15,346.15,,,
2026-10-29,Oct 26,29,31,0.032258,0.935484,219950.98,6378578.41,,,,635.429,18427.4419,,,,33.0952,959.7597,,,,13.2381,383.9039,,,,3.9713,115.1674,,,,346.15,346.15,,,
2026-10-30,Oct 26,30,31,0.032258,0.967742,219950.98,6598529.39,,,,635.429,19062.871,,,,33.0952,992.8548,,,,13.2381,397.1419,,,,3.9713,119.1387,,,,346.15,346.15,,,
2026-10-31,Oct 26,31,31,0.032258,1.0,219950.98,6818480.37,,,,635.429,19698.3,,,,33.0952,1025.95,,,,13.2381,410.38,,,,3.9713,123.11,,,,346.15,346.15,,,
